video_id,title,rating_view,rating_comments,rating_good,published_date,description
hzmfaMNw764,ASMR FIRE CHICKEN CHEESY CARBO FIRE NOODLES RAMEN RECIPE COOKING MUKBANG 불닭 치킨 먹방 咀嚼音 EATING SOUNDS,9069,4,465,2024-03-03T10:00:27Z,Jimmy ASMR ↓↓ https://www.youtube.com/channel/UCukMSPQL4dQBlbeBXar4J3w ASMR FIRE CHICKEN CHEESY CARBO ...
78W_vrkCTbM,불닭게티 무빙#불닭,919,1,28,2024-03-12T08:34:55Z,
vYTBp8eRmPU,ASMR 불닭볶음탕면 먹방 | 다 먹고 치즈듬뿍 라죽까지..! | Soupy Buldak Fire Noodles and Cheesy Ramyeon Porridge | Mukbang,92115,83,2545,2024-03-25T11:00:52Z,미니별 되는 법 1. 구독하기 2. 알람켜기 3. “오늘부터 미니별” 댓글달기 ✨미니잇츠 유튜브 채널 https://www.youtube.com/mineeeats ...
Rd1DvuNdDOw,#shorts 까르보 불닭떡볶이 #nct #kpop #불닭볶음면 #까르보불닭볶음면 #좋아요#kfood#,433,0,1,2024-03-28T10:06:44Z,까르보 불닭떡볶이 #컵라면#떡볶이#삼양#초보스트리머.
tVScAbRxZTE,오징어 땅콩 불닭맛은 어떠할까? #shorts #오징어땅콩불닭,338,1,9,2024-03-16T08:00:28Z,
Jzf1H-68lnQ,까르보 불닭 떡볶이 + 치즈,498,1,11,2024-03-12T08:39:09Z,
7IwEK5EgeO8,요랬다가2#떡상기원#캡컷#리즘아#오덕여우#불닭,17,0,4,2024-03-12T11:43:47Z,
kElBILi4j7E,#불닭떡#불닭볶음소스#불닭소스요리#불닭떡맛보기#떡만들기#kfood#전주우리떡연구소#집떡방지현,4149,3,23,2024-03-31T12:32:15Z,
3bDYfYBljOk,주문하신 불닭 나왔쯥니다💖 / #쇼츠 #캡컷 #편집 #불닭 #asmr #루루 #먹방,79,3,5,2024-03-15T06:33:05Z,
zsHO8-bTwV0,개학 벌써 2주나 지남....#추천추천추천 #불닭,316,0,3,2024-03-16T14:46:52Z,
-QPMYdetLPM,매운 닭갈비로 한주 스트레스를 풀어요~!!!#닭갈비#불닭#회식메뉴,121,0,2,2024-03-29T05:08:15Z,
pnajOYgAJ_w,불닭볶음 마요 비빔밥 ✨⭐️🌈🍏🍓,209,0,3,2024-03-13T13:13:00Z,
QOTT2x1j_Lo,불닭 최애맛 적구 가세효 😻 #불닭 #최애맛 #알고리즘떠라 #아이브포카 #파워퍼프걸 #다이브로그 #아이브,59,-1,4,2024-03-30T02:08:00Z,
1UOY8SDKbIk,뭐야 내 불닭 돌려줘요,7340,15,454,2024-03-29T23:00:02Z,조유리 #불닭볶음면 #shorts.
dpKrblMbiKc,불짜라면과 삼겹살먹방 #삼겹살 #불닭볶음면 #짜파게티,89,2,4,2024-03-12T11:36:21Z,
41bIHl56Zgw,#삼대천왕 #진짬뽕볶음 #짜파게티 #까르보불닭 .. 승자는? #챱챱 #먹방 #asmr,437,0,5,2024-03-23T16:00:25Z,
AotQS3Pi0d4,ASMR MUKBANG| 편의점 직접 만든 불닭 떡볶이 치킨 김밥 디저트 먹방 &amp; 레시피 FRIED CHICKEN AND Tteokbokki EATING,859606,458,8590,2024-03-23T12:30:10Z,먹방 #ASMR #MUKBANG #편의점먹방 ❤SULGIES❤ 가입하기 ...
VNhWD4JbqSQ,불닭 라면 먹방,13,-1,1,2024-03-11T09:44:40Z,
9oHroVMlq0s,라이브 안 하려고 꼼수 쓰는 아이돌 #shorts,4003593,4102,77827,2024-03-28T03:00:10Z,르세라핌 #아이브 #강다니엘 ▷구독 & 좋아요 & 알람 설정 [ 유튜 ] 에서 연예 이슈 확인하기 ▷ https://youtu.co/ 제휴 및 문의 ...
wErr6opAF8A,"ASMR CHEESY CARBO FIRE NOODLE, CHICKEN, CHEESE BALL 까르보불닭 뿌링클 치킨 치즈볼 먹방 EATING SOUNDS MUKBANG",126569,103,1871,2024-03-13T12:24:11Z,"ASMR CHEESY CARBO FIRE NOODLE, MOZZARELLA CHEESE STICKS 까르보불닭 뿌링클 치즈스틱 치즈볼 먹방 EATING ..."
3Zmvp8-aFss,두찜 불닭로제 찜닭 먹방 ASMR ㅣ매워도 맛있어.ㅣ라면사리까지 들어있어요ㅣBuldak stir fried chicken Eatingsounds,9197,11,87,2024-03-21T12:32:41Z,두찜 신메뉴 불닭로제 찜닭 먹었는데요!! 엽떡 순한맛 먹는 맵찔이지만 아주 맛있는데 매웠어요.... 술안주로 딱일것 같은 불닭로제 ㅠㅠ ...
W6dnoMP_KTk,폭탄 토핑 떡볶이 불닭? #shorts,10866,2,309,2024-03-16T00:15:02Z,
e4ArZaGi9xQ,고추장 닭갈비 그리고 불닭볶음면,8046,26,96,2024-03-04T08:10:01Z,고추장 닭갈비 그리고 불닭볶음면.
bVSC0GlS2nI,끓는 물에 후레이크 넣은 미친사람 #불닭게티 #먹방,11606,12,233,2024-03-19T11:08:58Z,
zjM6-KObGfA,분홍소세지 남은건 남은 건 치즈불닭 꽃계란말이밥😉 #청담언니 #요리하는메이크업아티스트 #shorts,861211,177,46897,2024-03-11T10:14:00Z,
5TzLXyqY0jM,vlog | 먹고 싶은거 다 먹어 | 콘마요 치즈 불닭볶음면 | 김치치즈탕수육 | 할머니표 청양 김치만두 | 4주년 캠핑 데이트 | 사세윙봉 | 혼술 | 홈술 | 라자냐&amp;오일파스타,86831,172,1127,2024-03-13T09:01:07Z,instagram :https://www.instagram.com/ahxmin 화질은 1080p로 설정하시면 선명하게 시청하실 수 있습니다! 후라이들 이번주 영상도 ...
yZs0lyD32D0,"오늘 야식은 까르보 불닭볶음면에 파김치, 오징어파전 어때유?🤭 #mukbang",45527,16,2849,2024-03-18T13:05:31Z,
bYHEnS6UaYY,시청자 이름 골라주세용!#불닭 팽이버섯 #불닭 팽이버섯 #불닭 팽이버섯 #엄청 매움!😱,82,6,2,2024-03-31T03:50:43Z,
mvP_vlyBm3c,BULDAK TTEOKBOKKI ENOKI MUSHROOM 28 | MUKBANG | ASMR | EATING SOUNDS,4667,0,104,2024-03-10T10:53:28Z,BULDAK TTEOKBOKKI ENOKI MUSHROOM | MUKBANG | ASMR | EATING SOUNDS asmr eating show #buldak #spicy #asmr.
9JN_1vie8vY,불닭맛 볶음우동🍜 우동 리뷰 #리뷰 #review #라면 #instantnoodles #koreanmart #불닭맛볶음우동#review #볶음면 #불닭#볶음우동 #리뷰#spicy,461,0,5,2024-03-30T00:00:02Z,불닭맛 볶음우동   우동 리뷰 #리뷰 #review #라면 #instantnoodles #koreanmart #불닭맛볶음우동#review #볶음면 #불닭#볶음우동 ...
V2Ib1pOHLG4,불닭 쫀드기 2종  #울산문구도매 #문구팬시 #핫템 #숏츠 #무인문구 #불닭 #쫀드기 #칸쵸상점 #마마문구 #언양디디바바문구센터,189,0,5,2024-03-28T08:11:51Z,
n30rcGicc3s,김에 불닭과 볶은김치 싸먹기~닭집아들,746,3,12,2024-03-27T05:36:12Z,닭집아들 #불닭 #오돌뼈 #닭발 #mukbang #먹방 #shorts 닭집아들 - 구매처 : 댓글창에 주소 있습니다 ~ 닭집아들에서 협찬이 들왔 ...
SxJHyufxjws,🫐+🍄+🍗#쿠하쿠토#불닭 팽이버섯#핫도그!!,473,1,15,2024-03-23T03:25:53Z,
rLRwfwilMqY,ASMR MUKBANG| 직접 만든 불닭 짜장 버섯 양념치킨 소세지 먹방 &amp; 레시피 FRIED CHICKEN AND FIRE NOODLES EATING,769040,553,10142,2024-03-15T12:30:38Z,먹방 #ASMR #MUKBANG #불닭짜장버섯 ❤SULGIES❤ 가입하기 ...
s3AYXbk6f-s,매일 먹어도 매일 맛있는 ‘불닭마요 달걀토스트’🍞🔥(레시피 짱 쉬움),3774,0,181,2024-03-02T06:06:16Z,
DMT9YJHU8Fg,이사하고 올게요 치즈타코야키랑 불닭볶음면 먹는 백수 남편,96992,82,1552,2024-03-13T08:00:07Z,영상 봐주셔서 감사합니다^^ & 비즈니스 문의: 025870@Naver.com # instargram ☆ donami0521 # 2160p 로 품질을 바꾸면 더 선명 ...
NOVMMAC7n80,BULDAK TTEOKBOKKI ENOKI MUSHROOM 26 | MUKBANG | ASMR | EATING SOUNDS,318,0,8,2024-03-09T12:03:00Z,BULDAK TTEOKBOKKI ENOKI MUSHROOM | MUKBANG | ASMR | EATING SOUNDS asmr eating show #buldak #spicy #asmr.
24gM-b4jo0c,ASMR MUKBANG | 편의점 퍼플 디저트 아이스크림 먹방 불닭 포도맛 &amp; PINK DESSERT HONEY JELLY CANDY,388810,233,5822,2024-03-30T14:56:11Z,오늘은 보라색 편의점 먹방입니다~! 재밌게 봐주세요! 시오 구독하기   https://goo.gl/azcgUX 시오 인스타그램   ...
2ytCVhszQy8,BULDAK TTEOKBOKKI ENOKI MUSHROOM 24 | MUKBANG | ASMR | EATING SOUNDS,134,0,9,2024-03-09T12:03:00Z,BULDAK TTEOKBOKKI ENOKI MUSHROOM | MUKBANG | ASMR | EATING SOUNDS asmr eating show #buldak #spicy #asmr.
rLRwfwilMqY,ASMR MUKBANG| 직접 만든 불닭 짜장 버섯 양념치킨 소세지 먹방 &amp; 레시피 FRIED CHICKEN AND FIRE NOODLES EATING,769040,553,10142,2024-03-15T12:30:38Z,먹방 #ASMR #MUKBANG #불닭짜장버섯 ❤SULGIES❤ 가입하기 ...
k6fkpt1V1SM,두찜 신메뉴 불닭로제찜닭 먹방!🔥 Buldak Rosé Steamed Chicken mukbang,15528,36,361,2024-03-30T02:34:43Z,여러분   구독자 1만 다시한번 감사드립니다...! 오늘 준비한 메뉴는 두찜에 불닭로제찜닭인데요 신메뉴 뒷북쟁이일까요..? 나온지 좀 ...
V2Ib1pOHLG4,불닭 쫀드기 2종  #울산문구도매 #문구팬시 #핫템 #숏츠 #무인문구 #불닭 #쫀드기 #칸쵸상점 #마마문구 #언양디디바바문구센터,189,0,5,2024-03-28T08:11:51Z,
DMT9YJHU8Fg,이사하고 올게요 치즈타코야키랑 불닭볶음면 먹는 백수 남편,96992,82,1552,2024-03-13T08:00:07Z,영상 봐주셔서 감사합니다^^ & 비즈니스 문의: 025870@Naver.com # instargram ☆ donami0521 # 2160p 로 품질을 바꾸면 더 선명 ...
Jh08E28Lo30,린스의 먹방! #탕후루의 달인 #불닭 팽이버섯 #쇠고기 쌀국수 #밤양갱,444,0,18,2024-03-17T02:41:49Z,
IHmCp0CA7mE,"치즈불닭퐁듀, 맵찔이를 위한 요리",10553,16,224,2024-03-26T07:30:17Z,
mkHcJ_LL0-0,ASMR SALMON SASHIMI SPICY FIRE SAUCE 연어회 불닭소스 먹방 MUKBANG EATING SOUNDS 咀嚼音 | ZOEY ASMR,124057,75,2303,2024-03-07T10:51:12Z,Today's menu : salmon sashimi with spicy fire sauce :) 오늘 메뉴는 연어회 불닭소스 입니다 :) Thank you for watching! Don't forget ...
lDNbFmACMq0,퇴근후 치킨에 맥주한잔.땅땅치킨의 불닭19000원 ㅣKorean Spicy Chicken ㅣ#치킨#땅땅치킨 #혼밥 #불닭 #korean chicken,574,2,21,2024-03-31T00:58:25Z,
yZs0lyD32D0,"오늘 야식은 까르보 불닭볶음면에 파김치, 오징어파전 어때유?🤭 #mukbang",45527,16,2849,2024-03-18T13:05:31Z,
9JN_1vie8vY,불닭맛 볶음우동🍜 우동 리뷰 #리뷰 #review #라면 #instantnoodles #koreanmart #불닭맛볶음우동#review #볶음면 #불닭#볶음우동 #리뷰#spicy,461,0,5,2024-03-30T00:00:02Z,불닭맛 볶음우동   우동 리뷰 #리뷰 #review #라면 #instantnoodles #koreanmart #불닭맛볶음우동#review #볶음면 #불닭#볶음우동 ...
Fb-OJwuHt8M,불닭볶음면 딱 두배 더 맛있게 먹는 비법,529,3,12,2024-03-20T11:47:45Z,히히 이런 반복되는거 해보고 싶었음 #불닭볶음면 #라면맛있게끓이는법 #레시피 #비법 #불닭 #야식 #shorts #짜빠게티 #불닭게티.
hNN2N1wOF64,SNS에서 핫한 불닭치즈말이! 초간단! 하지만 나는 망함 ㅠㅠ 조리법 및 재료는 설명에,469,1,6,2024-03-21T02:00:14Z,SNS에서 핫한 베이컨불닭치즈말이 밥이 꼬들해서 망했음 나는 ㅠㅠ [재료] 불닭볶음면 큰컵 밥 한주걱 모짜렐라 치즈 많이 베이컨 ...
c1X5A-CJ0LY,ASMR MUKBANG| 편의점 직접 만든 불닭 떡볶이 소세지 김밥 디저트 먹방 &amp; 레시피 FRIED CHICKEN AND Tteokbokki EATING,638330,439,8464,2024-03-11T12:30:23Z,먹방 #ASMR #MUKBANG #핑크색 #편의점먹방 ❤SULGIES❤ 가입하기 ...
hl66JnzE64c,ASMR MUKBANG| 직접 만든 치토스 양념치킨 치즈스틱 치즈볼 불닭볶음면 먹방 &amp; 레시피 FRIED CHICKEN AND FIRE NOODLES EATING,2084931,723,14870,2024-03-27T12:30:24Z,먹방 #ASMR #MUKBANG #치토스 ❤SULGIES❤ 가입하기 https://www.youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA/join ...
Sr0AO67qgsc,‼️두찜 역대급 신메뉴 불닭로제찜닭 먹방🔥라면사리가 들어있다니 | Spicy rosé chicken mukbang,8110,16,44,2024-03-20T09:05:00Z,진슬토리 #두찜신메뉴 #두찜불닭로제찜닭 #두찜먹방.
w7jUzi9rZug,Mara Buldak flat noodles and charcoal fried sausage / 마라 불닭 납작 당면과 숯불 후랑크 #쇼츠 #편의점 #shorts #cvs,619,2,14,2024-03-25T09:00:43Z,
n1zdJAtxl00,치즈 듬뿍 불닭짜파게티,417,0,5,2024-03-05T05:00:20Z,
T7j47RplgQQ,먹방브이로그)한끼 4000칼로리 먹기..?ㄱ..괜찮아..운동하자💪🤦‍♀️(후와후와 베이글/ 사천짜파게티+ 파김치/ 비빔밥/ 한식먹방/ 닭강정/ 디저트먹방/ 타코야끼+불닭/맵슐랭,482637,269,4351,2024-03-29T08:00:23Z,화질 설정 후 감상해주세요* 0:01 [후와후와] 인생 빵.. 발견.!❤️ 4:50 사천짜파게티+ 엄마표⭐️파김치 9:03 한식한상!    비빔밥+ ...
E_ybx_ExTjk,매일라면추천//불닭볶음면 + 순후추라면,3162,14,31,2024-03-27T07:45:31Z,
W_22rk2rDp8,두찜 불닭로제 목욕송 #목욕송 #shorts #두찜 #불닭로제찜닭 #신메뉴리뷰 #불닭,146,0,1,2024-03-20T02:30:15Z,두찜 신메뉴 불닭로제 찜닭 나왔다냥.
cigIRuVsb1k,두찜 신메뉴 뒷북🥁 #불닭로제찜닭 #먹방,2513,4,107,2024-03-30T02:37:58Z,
lbwR9fp3qpE,#편집 #또이또이 #까르보 #불닭 아 매워! #알고리즘떠라 #대저택,458,7,6,2024-03-22T09:22:04Z,
YGpwT-qHOuk,ASMR TRUFFLE BLACK BEAN NOODLES SPICY ENOKI MUSHROOMS 짜장불닭팽이버섯 트러플짜파게티 먹방 MUKBANG EATING SOUNDS 咀嚼音,580498,351,5726,2024-03-15T11:39:52Z,"Today's menu : truffle black bean noodles, spicy enoki mushrooms, sausage :) 오늘 메뉴는 짜장불닭팽이버섯, 트러플짜파게티, ..."
o8xFrhJbB44,불닭볶음면 먹방중인 독일오빠,315,5,17,2024-03-21T22:01:30Z,불닭볶음면먹방 #외국인먹방 #한국음식.
RrFq8QmM_c8,ASMR CHICKEN CHEESY FIRE NOODLES COOKING MUKBANG 치즈 까르보불닭볶음면 치킨 먹방チーズ プルダックポックンミョン 咀嚼音 EATING SOUNDS,40749,66,954,2024-03-10T12:45:04Z,ASMR CHICKEN CHEESY CARBO FIRE NOODLES COOKING MUKBANG 치즈 까르보불닭볶음면 통다리 치킨 먹방 チキン ...
mQk-YF-GVY8,"스파게티 어디까지 먹어봤니?(feat. 불닭, 파마산)",60,0,5,2024-03-29T14:06:32Z,
EXSaqctriCM,테라스 꾸미고 대왕수제닭꼬치 먹기🤤+핵불닭닭꼬치😱 (크크와키키 홈캉스) Homemade giant chicken skewers Mukbang,27057,146,566,2024-03-27T10:13:37Z,테라스에서 먹으니까 더 맛있당 ㅎㅎ.
WLGYhSjKSj0,까르보불닭볶음면 삼양꺼,489,0,5,2024-03-30T02:14:00Z,
2OS1ofY5mBo,ASMR MUKBANG 편의점 핵불닭 미니!! 떡볶이 &amp; 핫도그 &amp; 김밥 FIRE Noodle &amp; HOT DOG &amp; GIMBAP EATING SOUND!,1235415,484,15570,2024-03-13T13:00:03Z,먹방 #ASMR #MUKBANG 안녕하세요 맛있는 음식이 가득한 공삼테이블입니다! ✉비지니스 메일 : gongsam203@gmail.com ...
6PR_xVuHcdg,ASMR MUKBANG| 직접 만든 불닭볶음탕면 돈까스 김밥 먹방 &amp; 레시피 FRIED CHICKEN AND FIRE NOODLES EATING,387025,282,5978,2024-03-25T12:30:05Z,먹방 #ASMR #MUKBANG ❤SULGIES❤ 가입하기 https://www.youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA/join 합동 ...
xC_PjP2YkSM,매워요,19,-1,3,2024-03-22T10:39:17Z,
-WECS75DhVI,노래는 자신감!!                            #벚꽃엔딩 #노래 #봄 #우쿠렐레 #불닭 #큐엔에이 #shorts #short #shortvideo,62,1,-1,2024-03-03T08:12:42Z,
jIBOgxzdkrQ,불닭볶음탕면 치팅데이🔥 #asmr #mukbang #먹방 #kfood #koreanfood #불닭볶음면 #불닭볶음면먹방 #불닭볶음탕면 #buldak #ramyeon #ramyun,508,2,8,2024-03-22T12:52:55Z,
AhGev4_lNjM,아침 불닭볶음 탕면 2컵,76,0,-1,2024-03-16T02:16:47Z,
OXZVtbMEmmA,불닭~ 직화오돌뼈 ~마라닭발국물~ 렌지에 데워서 세팅하기~ 닭집아들,592,5,10,2024-03-11T02:15:15Z,닭집아들 #불닭 #오돌뼈 #닭발 #mukbang #먹방 #shorts 닭집아들 - 구매처 : 댓글창에 주소 있습니다 ~ 닭집아들에서 협찬이 들왔 ...
EzjB3IaZDtw,60만 캠핑 유튜버의 일상 | 캠핑장비 정리 | 타코야끼 불닭볶음면 만들어먹기 | 과일샌드,377221,1060,12681,2024-03-17T11:45:01Z,일상 #vlog #요리 인스타:ssoberry_ [4K]로 시청가능 여러분 오늘은 오랜만에 홈브이로그 가져왔어요~❤️ 캠핑하지 않을때 집에서 ...
RaYSbGWY1AY,[야구찜먹방]파묘보다 무서운 괴물짜장!!(ft.뜨거운서동욱),3077,23,151,2024-03-12T10:38:00Z,짜장면을 물리치며 살아온 서동욱앞에... 괴물짜장이 나타났다. 뭐해? 먹어!!!! 유튜버의 삶을 선택한 서동욱... 과연 성공할수있을까?
